transaction_id,amount,transaction_type,hour,distance_from_home_km,distance_from_last_txn_km,account_age_days,num_txns_last_24h,is_foreign,is_high_risk_merchant,is_fraud
TXN101207,97.11,transfer,13,9.79,5.56,3205,5,0,0,0
TXN101208,240.49,transfer,19,2.4,8.77,1095,0,0,0,0
TXN101209,62.63,purchase,10,1.96,1.93,2658,4,0,0,0
TXN101210,69.33,withdrawal,10,0.71,8.4,2954,4,0,0,0
TXN101211,136.92,online,7,7.15,8.45,476,1,0,0,0
TXN101212,106.5,refund,18,21.87,1.72,1697,1,0,0,0
TXN101213,83.85,online,20,2.38,9.69,3206,2,0,0,0
TXN101214,4.37,purchase,14,8.21,5.66,2744,1,0,0,0
TXN101215,100.66,purchase,16,2.47,0.97,782,1,0,0,0
TXN101216,378.28,transfer,5,130.76,73.0,13,9,1,1,1
TXN101217,27.57,purchase,17,17.15,7.62,731,3,0,0,0
TXN101218,124.65,transfer,22,1021.17,260.72,46,6,1,0,1
TXN101219,236.24,transfer,14,1.59,3.7,113,3,0,0,0
TXN101220,68.09,purchase,20,18.6,0.02,1106,1,0,0,0
TXN101221,53.33,purchase,19,1.74,3.63,1099,5,0,0,0
TXN101222,61.14,online,13,0.93,4.18,592,1,0,0,0
TXN101223,34.17,transfer,14,12.26,1.68,850,2,0,0,0
TXN101224,86.36,purchase,18,20.09,3.11,191,5,0,0,0
TXN101225,88.18,withdrawal,9,18.91,1.32,2684,0,0,0,0
TXN101226,764.55,purchase,3,557.74,210.39,292,10,0,1,1
TXN101227,235.82,refund,19,0.38,19.71,3131,1,0,0,0
TXN101228,6.91,transfer,7,19.69,3.59,2015,0,0,0,0
TXN101229,64.11,online,17,0.79,0.97,901,2,0,0,0
TXN101230,139.24,online,16,3.34,4.23,902,1,0,0,0
TXN101231,89.95,withdrawal,14,3.25,12.1,317,0,0,1,0
TXN101232,136.4,transfer,10,7.92,4.54,1367,0,0,0,0
TXN101233,113.77,online,6,6.27,11.15,1087,2,0,0,0
TXN101234,40.25,purchase,23,7.36,2.5,3545,2,0,0,0
TXN101235,54.26,purchase,7,5.86,1.36,364,1,0,0,0
TXN101236,96.62,online,15,15.15,0.51,514,2,0,0,0
TXN101237,64.89,online,13,6.85,7.42,57,2,0,0,0
TXN101238,86.36,purchase,9,4.99,10.85,629,1,0,0,0
TXN101239,84.29,purchase,15,10.49,2.04,3208,4,0,0,0
TXN101240,169.2,online,15,0.82,6.04,82,1,0,0,0
TXN101241,656.96,purchase,1,73.89,260.8,47,6,1,0,1
TXN101242,78.0,transfer,18,11.7,25.51,232,2,0,0,0
TXN101243,690.96,online,5,141.0,189.14,267,5,1,1,1
TXN101244,44.92,online,11,5.05,5.37,1962,2,0,0,0
TXN101245,202.09,online,11,5.94,0.15,235,4,0,0,0
TXN101246,70.85,withdrawal,20,0.22,5.74,3198,2,0,0,0
TXN101247,116.07,withdrawal,11,15.48,4.04,89,0,0,0,0
TXN101248,139.08,purchase,16,3.19,1.87,3628,3,0,0,0
TXN101249,65.13,withdrawal,10,5.07,1.9,2372,7,0,0,0
TXN101250,57.16,purchase,3,2.72,0.73,3504,1,0,1,0
TXN101251,293.72,transfer,3,37.69,315.93,234,5,0,1,1
TXN101252,42.51,withdrawal,8,1.26,6.96,3254,0,1,0,0
TXN101253,856.59,purchase,2,133.29,236.59,388,7,1,0,1
TXN101254,142.0,online,13,2.38,3.92,1537,0,0,0,0
TXN101255,353.52,purchase,8,5.37,1.32,3222,0,0,0,0
TXN101256,121.17,purchase,14,1.71,7.76,1352,3,0,0,0
TXN101257,61.02,withdrawal,18,12.06,0.46,1638,6,0,1,0
TXN101258,98.44,online,15,4.43,6.88,2852,1,0,0,0
TXN101259,72.95,purchase,13,10.3,14.67,205,3,0,0,0
TXN101260,21.55,purchase,19,1.36,12.75,54,5,0,0,0
TXN101261,46.1,transfer,23,2.6,2.07,2557,1,0,0,0
TXN101262,151.71,withdrawal,14,5.13,10.17,1918,5,0,0,0
TXN101263,100.84,purchase,19,2.58,1.26,3386,1,0,0,0
TXN101264,32.31,transfer,13,1.75,0.61,229,3,0,0,0
TXN101265,34.26,purchase,14,11.36,4.67,757,2,0,0,0
TXN101266,203.45,purchase,12,10.16,3.28,1672,4,0,0,0
TXN101267,220.74,purchase,11,8.27,6.39,3092,2,1,0,0
TXN101268,97.25,refund,6,10.84,4.87,738,2,0,0,0
TXN101269,155.95,purchase,6,3.35,1.53,2490,3,0,0,0
TXN101270,35.82,withdrawal,16,5.21,0.55,1390,2,0,0,0
TXN101271,49.69,withdrawal,13,18.16,4.45,2158,0,0,0,0
TXN101272,48.21,online,10,1.85,10.5,602,2,0,1,0
TXN101273,93.92,online,16,7.6,6.95,1195,2,1,1,0
TXN101274,249.86,online,19,1.63,3.75,2088,1,0,0,0
TXN101275,73.31,withdrawal,14,31.43,3.21,1731,1,0,0,0
TXN101276,61.89,withdrawal,20,2.14,2.25,1906,1,0,0,0
TXN101277,43.16,withdrawal,16,3.19,0.24,3006,4,0,0,0
TXN101278,36.99,online,13,21.97,21.63,2971,1,0,0,0
TXN101279,251.02,transfer,21,5.67,0.41,1514,2,0,0,0
TXN101280,235.02,purchase,13,6.21,3.23,1050,3,0,0,0
TXN101281,49.68,online,14,2.68,3.54,2428,2,0,0,0
TXN101282,130.35,purchase,13,23.23,7.32,3284,1,1,0,0
TXN101283,594.81,transfer,22,121.27,340.14,42,4,1,1,1
TXN101284,19.78,online,12,1.86,10.73,853,1,0,0,0
TXN101285,90.06,purchase,15,2.84,6.71,3584,2,0,0,0
TXN101286,87.16,withdrawal,13,2.82,12.94,2450,1,0,0,0
TXN101287,68.75,purchase,7,7.15,0.59,1724,2,0,0,0
TXN101288,63.27,online,9,4.19,0.18,780,3,0,0,0
TXN101289,95.28,purchase,17,8.92,15.08,2119,3,0,0,0
TXN101290,108.02,purchase,12,2.07,1.13,1864,2,0,0,0
TXN101291,86.85,transfer,9,0.14,13.44,1345,2,0,0,0
TXN101292,313.2,transfer,16,34.38,3.7,48,1,0,0,0
TXN101293,117.03,purchase,13,0.8,11.66,1704,1,0,0,0
TXN101294,78.49,withdrawal,13,18.2,9.95,390,2,0,0,0
TXN101295,153.91,transfer,13,6.08,10.54,1789,3,0,0,0
TXN101296,110.27,purchase,8,6.0,15.66,264,3,0,0,0
TXN101297,49.49,online,11,1.34,6.66,3332,0,0,0,0
TXN101298,19.35,transfer,11,14.06,4.9,2098,4,0,0,0
TXN101299,90.15,purchase,8,4.44,4.15,3340,1,0,0,0
TXN101300,188.81,purchase,14,7.27,1.52,3203,4,0,0,0
TXN101301,82.19,online,19,3.26,6.67,2598,4,0,0,0
TXN101302,119.1,purchase,12,7.76,5.76,1931,1,0,0,0
TXN101303,634.6,transfer,3,1086.81,11.7,81,7,1,1,1
TXN101304,19.37,withdrawal,8,3.05,19.51,2451,0,0,1,0
TXN101305,54.47,withdrawal,15,7.16,1.01,2443,1,0,0,0
TXN101306,66.09,purchase,5,6.93,3.83,3497,3,0,0,0
TXN101307,205.61,purchase,17,2.97,0.35,3524,0,0,0,0
TXN101308,95.82,withdrawal,13,3.72,2.63,1080,1,1,0,0
TXN101309,239.6,online,4,1307.41,356.1,85,8,1,1,1
TXN101310,125.0,transfer,15,7.59,1.41,1614,0,0,1,0
TXN101311,52.64,purchase,12,0.35,17.39,2457,1,0,0,0
TXN101312,81.07,online,10,17.53,6.0,3624,3,0,0,0
TXN101313,114.9,online,14,13.49,0.09,2803,4,0,0,0
TXN101314,102.73,withdrawal,9,8.5,2.18,1345,1,0,0,0
TXN101315,22.0,purchase,18,4.91,2.88,3090,2,0,0,0
TXN101316,87.54,purchase,16,0.64,3.64,2085,1,0,0,0
TXN101317,57.8,purchase,15,12.9,0.19,1491,2,0,0,0
TXN101318,17.6,purchase,8,6.2,15.01,875,2,0,0,0
TXN101319,211.47,refund,8,7.62,14.18,42,2,0,0,0
TXN101320,133.65,transfer,10,3.33,13.3,100,2,0,1,0
TXN101321,21.02,purchase,19,5.9,0.44,2976,3,0,0,0
TXN101322,97.21,withdrawal,13,6.03,17.82,857,4,0,0,0
TXN101323,170.63,withdrawal,21,4.7,0.09,1782,3,0,0,0
TXN101324,578.28,online,5,172.44,96.6,270,7,0,1,1
TXN101325,71.51,purchase,6,6.94,3.54,2123,4,0,0,0
TXN101326,28.93,transfer,14,1.03,8.65,3504,1,0,0,0
TXN101327,7.51,purchase,9,0.21,1.02,2778,1,0,1,0
TXN101328,15.92,withdrawal,10,1.91,0.48,1295,2,0,0,0
TXN101329,115.04,online,6,2.18,8.14,144,3,0,0,0
TXN101330,129.6,online,18,23.6,7.87,298,1,0,0,0
TXN101331,10.07,purchase,2,5.76,4.81,292,1,0,0,0
TXN101332,23.18,refund,19,25.09,0.85,1218,2,0,0,0
TXN101333,352.42,withdrawal,3,181.75,260.97,173,7,1,0,1
TXN101334,110.56,purchase,15,4.67,17.43,2544,3,0,0,0
TXN101335,31.99,purchase,5,2.06,0.27,392,2,0,0,0
TXN101336,184.06,purchase,14,1.92,3.82,1286,3,0,0,0
TXN101337,64.59,transfer,14,17.58,11.07,1054,0,0,0,0
TXN101338,165.74,online,11,0.88,0.09,30,1,0,0,0
TXN101339,19.39,online,15,16.83,8.08,2980,3,1,0,0
TXN101340,106.94,online,9,3.95,13.64,2625,0,0,0,0
TXN101341,52.48,transfer,13,7.65,3.53,2515,3,0,0,0
TXN101342,166.57,transfer,16,10.18,5.73,2489,3,0,0,0
TXN101343,16.17,purchase,6,4.48,3.19,832,1,0,0,0
TXN101344,1121.85,transfer,4,321.09,1.99,395,4,0,0,1
TXN101345,111.42,transfer,20,7.71,4.85,2462,3,0,0,0
TXN101346,59.29,withdrawal,17,2.29,11.31,590,2,0,0,0
TXN101347,43.81,purchase,9,4.61,0.48,1672,2,0,0,0
TXN101348,144.19,purchase,17,3.6,0.68,2439,4,0,0,0
TXN101349,146.45,online,14,0.4,2.22,1116,1,0,0,0
TXN101350,73.11,purchase,15,4.25,12.77,1504,2,0,0,0
TXN101351,92.69,purchase,17,11.49,0.24,3361,2,0,0,0
TXN101352,69.65,purchase,15,8.62,16.86,924,1,0,0,0
TXN101353,215.82,withdrawal,10,7.21,4.55,1512,1,1,0,0
TXN101354,39.87,online,17,3.53,4.58,1497,1,0,0,0
TXN101355,248.04,online,9,0.2,6.57,2402,0,0,0,0
TXN101356,41.52,withdrawal,11,4.0,0.05,2635,1,0,0,0
TXN101357,114.6,withdrawal,11,0.47,7.31,287,3,0,0,0
TXN101358,27.52,online,18,6.71,12.13,2663,4,0,0,0
TXN101359,113.27,purchase,12,0.37,0.03,286,2,0,0,0
TXN101360,59.45,withdrawal,12,7.07,11.91,1128,3,0,0,0
TXN101361,127.07,purchase,14,9.2,0.45,3413,3,1,0,0
TXN101362,70.0,transfer,14,7.69,3.74,3154,0,0,1,0
TXN101363,601.54,transfer,23,1045.6,214.29,295,11,1,1,1
TXN101364,133.46,purchase,10,1.29,2.4,3508,2,0,0,0
TXN101365,131.25,online,14,3.06,2.41,2380,0,0,0,0
TXN101366,25.97,withdrawal,20,5.64,4.05,423,3,0,0,0
TXN101367,136.25,refund,12,30.43,8.52,3533,1,0,1,0
TXN101368,62.8,purchase,18,1.4,2.5,1539,1,0,0,0
TXN101369,79.59,online,20,17.32,3.99,774,2,0,0,0
TXN101370,131.03,withdrawal,7,4.7,3.07,532,2,0,0,0
TXN101371,81.54,purchase,9,6.49,1.31,1317,1,0,0,0
TXN101372,27.31,online,13,1.84,4.72,3141,2,0,0,0
TXN101373,50.11,transfer,13,7.39,1.89,1851,0,1,0,0
TXN101374,43.72,purchase,12,25.94,10.92,1910,3,0,0,0
TXN101375,156.87,purchase,8,5.26,3.91,3428,2,0,0,0
TXN101376,72.77,purchase,16,3.33,7.75,552,1,0,0,0
TXN101377,113.73,purchase,11,6.42,0.77,2876,2,1,0,0
TXN101378,186.45,purchase,10,4.03,10.25,3636,1,0,0,0
TXN101379,115.86,purchase,10,4.46,9.01,1888,1,0,0,0
TXN101380,102.01,withdrawal,8,17.73,5.12,2254,3,0,0,0
TXN101381,59.89,online,12,1.15,11.29,1431,3,0,1,0
TXN101382,46.47,purchase,9,25.7,13.45,2771,2,0,0,0
TXN101383,65.24,purchase,20,10.7,0.13,2043,2,0,1,0
TXN101384,67.24,purchase,13,4.49,8.19,2621,0,0,0,0
TXN101385,484.49,online,23,381.89,143.64,195,9,1,1,1
TXN101386,109.66,purchase,14,21.88,2.65,3216,0,0,0,0
TXN101387,77.67,purchase,19,24.21,6.51,3646,1,0,0,0
TXN101388,1160.34,withdrawal,0,291.3,313.47,313,8,1,0,1
TXN101389,165.53,transfer,7,0.58,17.34,2855,4,0,1,0
TXN101390,536.65,transfer,2,541.99,164.88,392,9,0,1,1
TXN101391,31.18,online,19,4.24,0.01,3596,1,0,0,0
TXN101392,144.95,online,9,12.78,0.78,2862,1,0,0,0
TXN101393,68.15,purchase,8,9.96,7.74,1301,2,1,0,0
TXN101394,116.36,online,9,0.01,31.53,2530,0,0,0,0
TXN101395,273.51,withdrawal,12,1.88,7.58,1997,2,0,1,0
TXN101396,1.43,transfer,12,5.92,5.69,1337,2,0,0,0
TXN101397,80.84,refund,13,2.23,2.49,978,0,1,0,0
TXN101398,79.73,purchase,5,16.09,2.29,2752,0,0,1,0
TXN101399,614.12,withdrawal,2,611.6,16.17,277,5,1,0,1
TXN101400,24.71,purchase,20,1.8,16.46,1604,1,0,0,0
TXN101401,40.97,purchase,19,5.05,1.25,3306,2,0,1,0
TXN101402,117.07,purchase,12,3.75,1.17,3489,2,0,0,0
TXN101403,53.75,online,10,27.76,1.11,2370,1,0,0,0
TXN101404,43.2,online,23,24.47,4.05,2000,3,1,0,0
TXN101405,103.31,online,11,3.97,0.27,1172,2,1,0,0
TXN101406,189.45,transfer,16,0.97,14.02,56,3,0,0,0
TXN101407,75.2,online,16,18.28,3.77,2732,1,0,0,0
TXN101408,89.42,purchase,13,3.81,10.44,2300,1,0,0,0
TXN101409,53.7,online,12,1.51,16.39,2034,5,0,0,0
TXN101410,58.61,purchase,7,8.86,1.57,150,2,0,0,0
TXN101411,22.52,online,14,3.17,4.52,1499,1,0,0,0
TXN101412,29.94,purchase,12,0.7,7.54,2695,0,0,0,0
TXN101413,37.11,purchase,14,2.35,1.89,3193,1,0,0,0
TXN101414,85.81,online,9,4.2,5.15,624,1,0,0,0
TXN101415,126.93,withdrawal,22,0.1,5.91,1252,0,0,0,0
TXN101416,34.08,online,19,4.39,5.75,1080,3,0,0,0
TXN101417,62.07,purchase,9,1.48,0.71,2893,1,0,0,0
TXN101418,86.98,purchase,10,0.93,0.4,1356,4,0,0,0
TXN101419,220.63,online,12,16.68,0.04,518,3,0,0,0
TXN101420,105.94,online,15,10.74,10.24,2689,0,1,0,0
TXN101421,94.31,online,10,8.7,1.49,80,1,0,0,0
TXN101422,67.04,purchase,12,11.91,0.33,2304,3,0,0,0
TXN101423,282.14,transfer,23,332.55,160.65,233,7,0,1,1
TXN101424,107.94,purchase,13,3.94,3.3,1985,2,0,0,0
TXN101425,10.07,purchase,18,3.64,1.96,260,2,0,0,0
TXN101426,154.72,transfer,15,20.26,0.53,3499,1,0,0,0
TXN101427,9.0,transfer,12,0.97,29.32,358,1,0,0,0
TXN101428,48.25,withdrawal,17,1.12,9.64,3576,5,0,0,0
TXN101429,59.83,online,8,0.65,0.58,584,3,0,0,0
TXN101430,92.47,refund,13,3.39,25.08,3596,1,0,0,0
TXN101431,93.61,purchase,13,0.47,1.55,852,1,0,0,0
TXN101432,8.25,purchase,12,3.06,7.68,1390,5,0,0,0
TXN101433,31.11,withdrawal,9,1.79,2.98,2833,1,1,0,0
TXN101434,24.95,withdrawal,23,23.1,4.49,1396,3,0,0,0
TXN101435,16.44,online,9,7.19,0.56,3531,4,0,0,0
TXN101436,90.49,online,10,4.29,0.43,1421,0,0,0,0
TXN101437,87.38,withdrawal,15,6.69,5.26,1273,4,0,0,0
TXN101438,100.57,purchase,19,11.97,22.22,291,2,0,0,0
TXN101439,50.53,purchase,7,6.16,0.58,1464,0,0,0,0
TXN101440,85.43,online,13,6.99,5.06,2162,2,0,0,0
TXN101441,37.33,withdrawal,14,17.6,2.35,3606,1,0,1,0
TXN101442,62.99,purchase,18,8.27,0.98,65,0,0,0,0
TXN101443,101.67,online,11,6.54,1.17,1616,2,0,0,0
TXN101444,28.84,withdrawal,17,16.32,4.39,3490,7,0,0,0
TXN101445,84.96,transfer,9,2.67,8.67,2869,3,0,0,0
TXN101446,111.02,online,10,8.41,15.06,1451,1,0,0,0
TXN101447,60.75,transfer,14,16.16,2.8,3069,1,0,0,0
TXN101448,53.65,transfer,19,2.68,7.84,1449,7,0,0,0
TXN101449,39.96,purchase,10,7.7,0.35,3403,2,0,0,0
TXN101450,61.08,transfer,15,0.07,6.95,161,2,0,0,0
TXN101451,358.99,transfer,2,416.64,41.81,158,9,1,1,1
TXN101452,520.77,withdrawal,23,2182.26,267.26,239,7,1,1,1
TXN101453,60.3,purchase,17,4.54,10.04,850,3,0,0,0
TXN101454,45.72,purchase,15,0.27,6.26,1097,2,0,0,0
TXN101455,154.33,transfer,23,0.78,1.33,1333,2,0,0,0
TXN101456,18.63,transfer,19,5.0,3.52,737,2,0,0,0
TXN101457,44.59,purchase,12,3.3,5.02,495,1,0,0,0
TXN101458,51.13,withdrawal,16,8.69,6.53,2043,1,0,0,0
TXN101459,82.87,online,20,6.4,3.16,936,2,0,0,0
TXN101460,58.43,online,12,5.36,0.14,3402,1,1,0,0
TXN101461,28.5,purchase,17,1.54,5.23,2832,7,0,0,0
TXN101462,79.54,purchase,19,6.32,2.31,742,2,0,0,0
TXN101463,147.12,transfer,10,5.06,1.97,2762,5,1,0,0
TXN101464,77.7,online,11,6.25,1.97,1861,0,0,0,0
TXN101465,72.94,transfer,15,14.08,4.06,3050,2,0,1,0
TXN101466,151.36,purchase,6,10.47,4.2,1542,0,0,0,0
TXN101467,54.83,purchase,13,0.23,15.88,1621,3,0,0,0
TXN101468,64.72,transfer,11,0.7,2.83,46,1,0,0,0
TXN101469,60.0,purchase,14,2.11,4.24,3056,0,0,0,0
TXN101470,114.63,withdrawal,13,8.15,4.17,3497,1,0,0,0
TXN101471,65.32,online,15,17.54,1.77,2602,3,0,0,0
TXN101472,74.47,withdrawal,17,11.64,3.02,3351,2,0,0,0
TXN101473,58.5,transfer,20,10.17,0.12,2286,4,0,0,0
TXN101474,35.58,purchase,13,8.89,0.93,901,3,0,0,0
TXN101475,105.5,online,11,4.46,0.46,3639,2,1,0,0
TXN101476,44.29,purchase,11,9.49,2.68,744,2,0,0,0
TXN101477,91.42,refund,10,4.19,1.2,1387,5,0,1,0
TXN101478,78.08,transfer,19,20.85,1.94,2639,0,0,0,0
TXN101479,120.72,transfer,10,3.03,0.89,3306,3,0,0,0
TXN101480,260.52,purchase,13,5.83,4.23,918,0,0,0,0
TXN101481,180.52,withdrawal,17,12.75,2.9,2534,2,0,0,0
TXN101482,7.98,purchase,17,1.98,13.89,2724,3,0,0,0
TXN101483,27.34,refund,11,1.88,0.01,1672,1,0,0,0
TXN101484,78.64,withdrawal,16,1.43,8.45,1347,1,0,0,0
TXN101485,29.78,withdrawal,12,2.88,14.17,92,5,0,1,0
TXN101486,45.03,online,10,5.5,8.76,1795,2,0,0,0
TXN101487,18.82,transfer,17,9.35,1.6,712,2,0,0,0
TXN101488,61.83,online,12,14.35,0.78,1887,3,0,0,0
TXN101489,56.13,withdrawal,10,15.67,7.49,3637,2,0,0,0
TXN101490,154.65,purchase,4,178.09,89.16,294,14,1,1,1
TXN101491,53.12,online,14,13.42,6.42,1393,4,0,0,0
TXN101492,74.8,online,12,0.72,3.96,1856,2,0,0,0
TXN101493,18.75,transfer,13,6.55,0.13,1664,0,0,0,0
TXN101494,547.66,transfer,0,374.93,182.82,372,9,1,0,1
TXN101495,179.16,purchase,4,9.19,3.28,1679,1,1,0,0
TXN101496,50.08,transfer,7,2.55,8.35,3163,2,0,1,0
TXN101497,191.49,purchase,17,0.58,0.91,3378,2,0,0,0
TXN101498,18.99,purchase,15,3.23,4.99,141,3,0,0,0
TXN101499,37.91,purchase,14,13.06,3.47,329,2,0,0,0
TXN101500,95.77,purchase,10,0.09,6.7,3018,2,0,0,0
TXN101501,69.94,refund,15,9.97,0.07,3051,1,0,0,0
TXN101502,122.0,withdrawal,10,2.42,5.3,3173,0,0,0,0
TXN101503,57.07,purchase,11,0.43,6.52,2827,1,0,0,0
TXN101504,36.9,purchase,14,4.0,15.89,2226,3,0,1,0
TXN101505,181.29,online,3,2082.09,558.89,191,6,1,1,1
TXN101506,47.54,transfer,10,12.22,4.68,207,5,0,0,0
TXN101507,50.19,withdrawal,14,15.54,1.82,3103,4,0,0,0
TXN101508,284.83,online,1,301.0,105.28,181,16,0,1,1
TXN101509,215.1,purchase,12,7.27,10.56,2581,1,0,0,0
TXN101510,59.89,purchase,10,29.8,0.44,2275,2,0,0,0
TXN101511,42.2,online,12,1.66,0.89,2232,1,0,0,0
TXN101512,177.04,purchase,13,1.42,2.64,2047,3,0,0,0
TXN101513,83.65,purchase,15,6.1,3.27,3522,0,1,0,0
TXN101514,52.08,online,11,4.42,6.09,2261,3,0,0,0
TXN101515,62.95,transfer,10,1.74,2.33,1399,1,1,0,0
TXN101516,253.74,withdrawal,18,9.57,2.46,1212,3,0,0,0
TXN101517,144.73,purchase,14,8.53,10.99,3237,7,0,0,0
TXN101518,55.51,withdrawal,15,17.97,4.73,2730,3,0,1,0
TXN101519,136.84,purchase,16,6.58,5.38,347,0,0,0,0
TXN101520,26.63,purchase,12,2.91,0.52,1516,4,0,0,0
TXN101521,194.55,purchase,9,0.25,3.19,2889,2,0,0,0
TXN101522,106.55,transfer,16,11.97,1.68,2093,3,0,0,0
TXN101523,33.37,online,14,1.96,5.86,2751,0,0,0,0
TXN101524,153.26,purchase,12,10.23,6.39,318,1,0,0,0
TXN101525,167.72,purchase,18,13.67,7.68,2696,1,0,0,0
TXN101526,33.9,withdrawal,15,0.67,0.59,3285,1,0,0,0
TXN101527,91.28,transfer,14,22.01,0.4,3418,4,0,1,0
TXN101528,42.89,online,8,3.58,5.98,2852,2,0,0,0
TXN101529,131.92,transfer,16,0.23,4.91,3037,1,0,0,0
TXN101530,194.98,refund,11,31.97,3.99,2395,2,0,0,0
TXN101531,124.23,purchase,22,1.05,1.58,2593,1,0,0,0
TXN101532,169.34,online,2,237.85,144.53,20,7,1,1,1
TXN101533,66.34,refund,13,21.56,7.71,83,2,0,0,0
TXN101534,115.0,transfer,15,10.35,0.27,1764,2,0,0,0
TXN101535,50.25,withdrawal,12,0.91,2.07,1501,2,0,0,0
TXN101536,60.94,purchase,10,16.73,4.25,3377,2,0,0,0
TXN101537,38.57,purchase,12,3.41,4.43,195,2,0,0,0
TXN101538,154.37,purchase,16,9.39,2.48,2452,2,0,0,0
TXN101539,19.56,purchase,10,17.33,3.86,1194,1,0,0,0
TXN101540,108.33,online,20,5.85,0.27,2553,3,0,0,0
TXN101541,53.53,purchase,15,9.44,3.8,2211,0,0,0,0
TXN101542,119.85,purchase,17,7.16,17.86,1251,2,0,0,0
TXN101543,26.39,purchase,16,19.42,0.15,635,0,0,1,0
TXN101544,176.12,purchase,18,5.56,3.92,2738,6,0,0,0
TXN101545,62.2,transfer,23,0.7,4.82,2997,3,0,0,0
TXN101546,43.34,online,14,14.48,1.8,1523,2,0,0,0
TXN101547,37.32,transfer,6,22.32,1.37,1969,2,0,0,0
TXN101548,35.67,purchase,13,15.13,1.26,1560,2,0,0,0
TXN101549,6.36,transfer,12,8.53,1.93,3615,4,0,1,0
TXN101550,421.42,withdrawal,5,415.09,277.76,18,4,1,1,1
TXN101551,190.59,purchase,19,13.47,8.18,2850,3,0,0,0
TXN101552,68.95,transfer,11,5.97,1.98,2565,0,0,0,0
TXN101553,345.83,withdrawal,20,12.26,0.18,986,2,0,0,0
TXN101554,75.42,withdrawal,9,1.06,6.06,2066,0,1,0,0
TXN101555,93.58,purchase,12,2.18,8.26,135,4,0,1,0
TXN101556,68.66,purchase,11,6.25,0.95,2025,3,0,1,0
TXN101557,20.25,online,9,0.43,9.74,1235,2,0,0,0
TXN101558,951.97,online,5,404.15,97.33,109,6,0,0,1
TXN101559,81.92,online,11,1.71,13.52,3478,0,1,0,0
TXN101560,41.02,purchase,10,3.78,4.29,898,2,1,0,0
TXN101561,73.0,purchase,15,6.78,11.23,655,0,1,0,0
TXN101562,107.89,purchase,14,5.0,4.09,3333,0,1,0,0
TXN101563,737.58,purchase,5,116.04,6.79,237,6,1,1,1
TXN101564,52.56,purchase,10,9.6,3.87,46,5,0,0,0
TXN101565,121.86,withdrawal,17,3.15,1.42,1718,0,0,0,0
TXN101566,287.03,purchase,14,0.92,2.99,1805,2,0,0,0
TXN101567,981.47,withdrawal,22,158.73,301.82,17,10,1,1,1
TXN101568,1025.19,online,4,2010.17,132.35,89,8,0,0,1
TXN101569,57.8,transfer,15,1.98,6.26,3393,2,0,0,0
TXN101570,12.2,online,18,1.43,1.52,3511,2,0,1,0
TXN101571,13.06,withdrawal,16,1.65,0.36,1488,4,0,1,0
TXN101572,96.72,online,12,3.21,0.54,1031,1,0,0,0
TXN101573,36.43,withdrawal,9,1.16,1.67,2721,6,0,1,0
TXN101574,73.56,purchase,14,2.8,10.57,3611,0,0,0,0
TXN101575,43.15,purchase,5,1.58,3.15,1472,0,0,0,0
TXN101576,28.55,online,18,1.13,9.64,798,0,0,0,0
TXN101577,85.72,online,15,16.39,4.94,506,3,0,1,0
TXN101578,49.91,purchase,5,3.23,0.92,1829,4,1,0,0
TXN101579,44.26,withdrawal,13,11.28,2.54,2501,0,0,1,0
TXN101580,340.96,online,23,419.93,566.47,62,7,1,0,1
TXN101581,81.63,withdrawal,9,25.72,0.05,3013,8,0,0,0
TXN101582,10.98,transfer,18,2.74,2.75,530,1,0,0,0
TXN101583,58.44,withdrawal,9,4.87,5.58,666,4,0,0,0
TXN101584,244.66,purchase,17,23.79,7.91,699,1,0,0,0
TXN101585,90.45,online,13,1.62,6.84,1441,1,0,0,0
TXN101586,33.0,withdrawal,23,0.62,2.22,1483,1,0,0,0
TXN101587,46.78,refund,9,7.6,3.66,2743,3,0,0,0
TXN101588,64.16,purchase,8,14.49,3.71,3604,1,0,0,0
TXN101589,46.67,online,16,14.76,7.32,925,1,0,0,0
TXN101590,38.57,withdrawal,5,20.91,0.71,701,3,0,0,0
TXN101591,48.11,refund,9,2.13,2.33,2655,1,0,0,0
TXN101592,158.22,online,13,15.47,10.43,1656,1,0,0,0
TXN101593,211.44,withdrawal,12,16.42,6.73,572,3,0,0,0
TXN101594,133.9,purchase,14,1.65,0.81,1385,0,0,0,0
TXN101595,2.07,refund,17,1.18,0.1,2818,2,0,0,0
TXN101596,31.47,refund,12,4.33,0.32,954,2,0,1,0
TXN101597,69.16,purchase,7,0.21,2.95,3521,1,0,0,0
TXN101598,10.17,purchase,12,17.32,3.28,1976,0,1,0,0
TXN101599,168.57,purchase,9,22.77,5.91,1928,2,0,0,0
TXN101600,15.01,online,15,21.36,4.75,478,2,0,0,0
TXN101601,67.69,purchase,13,0.83,11.73,3535,3,1,0,0
TXN101602,56.48,purchase,14,6.96,5.2,3242,4,0,0,0
TXN101603,48.0,purchase,13,10.79,0.65,1882,1,0,0,0
TXN101604,30.54,transfer,12,2.58,9.5,2317,0,0,0,0
TXN101605,124.71,purchase,14,0.53,1.99,1349,2,1,0,0
TXN101606,57.1,withdrawal,15,1.65,0.8,3248,0,0,0,0
TXN101607,22.72,online,14,1.98,1.23,3069,5,0,0,0
TXN101608,79.55,transfer,15,29.69,1.72,2472,1,0,0,0
